generated_candidate_id,status,vina_affinity,pose_qc,pose_count,failure_category,failure_reason,protocol_id,protocol_hash,receptor_hash,tool_hash,ligand_hash,pose_hash,job_signature,cached,pose_path,job_folder
ATP-GEN-963B8DB65916,success,-7.448,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,db92f9ecac248b208cc3f0a960c2eeb32fe388e47c3c63625d64659aa76e217b,edd36a4fc7fb6ce1a933017af9b4ac5e5506b06a72048d811bdb9cc44131e0bf,0881d28aa458e50a85298322f18874939f4d35634acd6c84a82881dc178d7197,True,results\phase16\poses\ATP-GEN-963B8DB65916_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\08\0881d28aa458e50a85298322f18874939f4d35634acd6c84a82881dc178d7197
ATP-GEN-A0AD46590CE1,success,-8.426,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,fd5f78c3dd0c0b12ff0020583c3cedddcbce562efb48ea7d8a164994c836901a,96e1245c7280f8901f18658005b4fdfab0628e39cc512ace709b484939fc92f5,d3271bbd4a9e380344bbecd78773b2db39ff08766abe26d123153e56fc4a10c7,True,results\phase16\poses\ATP-GEN-A0AD46590CE1_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\d3\d3271bbd4a9e380344bbecd78773b2db39ff08766abe26d123153e56fc4a10c7
ATP-GEN-B9896EAB127D,success,-8.516,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,c5f1bc89c61ab439aa86bb4af8bda1362abc4cff854aaeb81e16602529ac66fe,3e1aff8e754de4b3ccf6388aca8d172cd06667a96023375149ec6ca93a410ba6,39e94d2b9116a293a565d0f48ec8e9d3dc96e344c2c53525533f350e7f58d546,True,results\phase16\poses\ATP-GEN-B9896EAB127D_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\39\39e94d2b9116a293a565d0f48ec8e9d3dc96e344c2c53525533f350e7f58d546
ATP-GEN-FB032B093BEE,success,-7.729,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,b5f65a0d767911b7cb2ff8259b0dd6bc692814a8cf18f78f1976cf114f28a575,bb212597391506cbe9188cb7b93a33406842e38939500e678622841c1b98540b,ad5f7dd5dc1ea82272da20f2b4a543eac959bafed3936a7af3a5d67ec3e14dec,True,results\phase16\poses\ATP-GEN-FB032B093BEE_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\ad\ad5f7dd5dc1ea82272da20f2b4a543eac959bafed3936a7af3a5d67ec3e14dec
ATP-GEN-A82E42BDC399,success,-7.732,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,8485a00172def3039c89e79b85aad54177a775267d64ca2ed7275049d96cd858,25125fc44c5ccedd76b758ff37ae8ce5767bd4f843cc7283887d80fb76caaf4d,342364d883c4a12660be58b58b30f64f48cdc529726141d36f3cd6a6dce4fb50,True,results\phase16\poses\ATP-GEN-A82E42BDC399_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\34\342364d883c4a12660be58b58b30f64f48cdc529726141d36f3cd6a6dce4fb50
ATP-GEN-80A31E9A52D5,success,-8.433,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,643e4b050a18c84cc72a8738cbd0c89ef8ee57646af1517c94d23b5fdd4dddde,c35aace76931538869d08abca891c46707fa0daeda7d265d6ddbae8f144abe65,140b69948af738b66f2866db486143a78efc994215ee0e8ab4a3417c4c5fa9b0,True,results\phase16\poses\ATP-GEN-80A31E9A52D5_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\14\140b69948af738b66f2866db486143a78efc994215ee0e8ab4a3417c4c5fa9b0
ATP-GEN-5519EB3CED51,success,-7.692,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,015d89af8344248ff9fa008fa6f9869fd45ac8cfdbfe4b6a141f63636c1395f3,bcebd9e25e6a21a4830ddc86c904c6fd23b2c625d56be3f49707b6521409c476,09fab3aa197102aa1ac4e14d29ab9af4ff366d48c9bb341100972070f0c505d2,True,results\phase16\poses\ATP-GEN-5519EB3CED51_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\09\09fab3aa197102aa1ac4e14d29ab9af4ff366d48c9bb341100972070f0c505d2
ATP-GEN-60C8BBA9E8AB,success,-7.514,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,318de7bea4576a845e4befa9407f56798e2e9393c42c6fda11ff94f7a3f3d87a,3e41d641e7438c19fc73df8e8d0b0fb1a61952cb74334ea7713cfd3605d083bc,2cdc29fb370944eeb11843773a1b8e06ff5b382e59d1f40d5043d95b8ee684e6,True,results\phase16\poses\ATP-GEN-60C8BBA9E8AB_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\2c\2cdc29fb370944eeb11843773a1b8e06ff5b382e59d1f40d5043d95b8ee684e6
ATP-GEN-C72ED9E3262B,success,-8.284,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,1350bddbea6a36c43e88e6a08ca6a65752927ce05f28226ddaa1091a4fdb3860,a157334237883f715a968ffe7c83d61b21a7c78084c957f246a23f3461697a11,31e3499a04579aa11641c4afff9564123e603dab35a13db3c294c0c0203bec26,True,results\phase16\poses\ATP-GEN-C72ED9E3262B_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\31\31e3499a04579aa11641c4afff9564123e603dab35a13db3c294c0c0203bec26
ATP-GEN-83963B27D9CD,success,-8.562,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,8d6f860d831cd11d6e52f591d85103c4cd2f94405f74dfb04a03216f8f3a188a,4704790c275d9d482bb52ed4b9a8441c7ed612a19f7fd42daeb994d4f24cc23e,2077fdc583c7af40cc2ecb821e6eb04ba0d27f915e99556e279f1a33e588d7e9,True,results\phase16\poses\ATP-GEN-83963B27D9CD_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\20\2077fdc583c7af40cc2ecb821e6eb04ba0d27f915e99556e279f1a33e588d7e9
ATP-GEN-0855E34BAFD6,success,-8.312,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,4f4f0ee4ebc8002c4341b2087b755e4826f570e9075f8c21af5a799608f72fc0,1b21125470a90316fda2a0de5769a48f01c18a4f1c2c74bb22b33c9d43fdf674,6aadf228d8d675869754c7afbad1a65c14129d25ce70f1f0ecc484ca6e844c76,True,results\phase16\poses\ATP-GEN-0855E34BAFD6_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\6a\6aadf228d8d675869754c7afbad1a65c14129d25ce70f1f0ecc484ca6e844c76
ATP-GEN-17075A523070,success,-7.844,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,9630d594aff6a56720c08985f655db66cc8a846fcf58e7910c7c0594e6ff7648,7a4d5552d50d5b532b178f9eb6d786ed6a8741d01b0dc00fd8a8d83bbcbe4830,64606e038254cceb75bc531ff41c3e4def556ae212d327abf0ff2492ee11305d,True,results\phase16\poses\ATP-GEN-17075A523070_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\64\64606e038254cceb75bc531ff41c3e4def556ae212d327abf0ff2492ee11305d
ATP-GEN-7A09946D3816,success,-7.711,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,accfc6c19f045b720986fb5c8acc09af112b0f44da23d50ef60fbb0d757f4817,99a13081b33de7f782ae4994fb69e867f0a19515f1cb211e10c8ebff59c3cb4d,a40c54de429747dcf39535b45df385d13a8120068fc3b2b56c805f2d7d5c1ed2,True,results\phase16\poses\ATP-GEN-7A09946D3816_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\a4\a40c54de429747dcf39535b45df385d13a8120068fc3b2b56c805f2d7d5c1ed2
ATP-GEN-B68026332FC5,success,-7.992,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,9681ae67910e68adb568520a397dae8cfc6f6e2f6ef28864991eb43109beae79,f662bd755938fb1f425ea0ed4faf0c644c8ea1aaeebe85b1112ee55b7138ea96,d3fb6958e87801fa08bca016756bd0240599739f4bbc2f1417f2901ccd5e7c88,True,results\phase16\poses\ATP-GEN-B68026332FC5_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\d3\d3fb6958e87801fa08bca016756bd0240599739f4bbc2f1417f2901ccd5e7c88
ATP-GEN-2CD174ECFC7B,success,-8.29,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,8cd298de2ce2e5bf827ddda3a5ca573f14b49aae18918edea248b64c811540ef,c9a3a3f6ce4e2504867f15210d900d7a7faed6f68ce982e4a5a8211527054d22,016bd43b929463871dda3b3141c886e7be35f5d1d1e3b4e80c12b1ae26226b28,True,results\phase16\poses\ATP-GEN-2CD174ECFC7B_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\01\016bd43b929463871dda3b3141c886e7be35f5d1d1e3b4e80c12b1ae26226b28
ATP-GEN-BCED619E1E31,success,-8.166,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,23d4a67080f581ae8c74b1da8e54600ec8a499c1b410a9af9119a15f50357877,c1a64b8f23b2a93f9c3c16e11c5ee188a9d786b1ae4279991f83ff1621332613,ebf0e419faccdfd7a93b62231e1a65eb0396c2329fe5ca5454f39889700366ad,True,results\phase16\poses\ATP-GEN-BCED619E1E31_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\eb\ebf0e419faccdfd7a93b62231e1a65eb0396c2329fe5ca5454f39889700366ad
ATP-GEN-EDF096265289,success,-8.499,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,ad5ede06f02d0cfa5d35dacdd11ff14968e0bfc888aef5423431b053014465cf,a0ca383d35825b384520df2ed45421d1c337dffc52d4c8e6efcd48d399a0011e,3f6f474491c9fcf8d9f2ae11ff7c7f8cb5fed567f2e1f9ff3f1bfd2b3704e2a4,True,results\phase16\poses\ATP-GEN-EDF096265289_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\3f\3f6f474491c9fcf8d9f2ae11ff7c7f8cb5fed567f2e1f9ff3f1bfd2b3704e2a4
ATP-GEN-26D5CDE86512,success,-7.74,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,66cc7746bbc52088bb63a9c780fc052118742c4f2c1b15cb9ca535a367a2060a,cbab07895790acd14ae2d851aae33376d35af0f61921bed3f73184518b60c7df,dcbf165e58b8bea91e6947f096d2b686bbdf61a977cc8aa8ae0bf8d60e17a5d5,True,results\phase16\poses\ATP-GEN-26D5CDE86512_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\dc\dcbf165e58b8bea91e6947f096d2b686bbdf61a977cc8aa8ae0bf8d60e17a5d5
ATP-GEN-1AB85D7E2E63,success,-7.806,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,2a72781d9a5154884e44d1df29e8e758d53b97ae704ecac2c9af9bf860448a90,f339a14da448557f913f3032f8fffe5c94e9db62df27bcfe65e8e50cd3b9721b,c4ecd19d18f4372e393b6c4f912b8029a6c34349baf46483f71a0b99d3a53df9,True,results\phase16\poses\ATP-GEN-1AB85D7E2E63_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\c4\c4ecd19d18f4372e393b6c4f912b8029a6c34349baf46483f71a0b99d3a53df9
ATP-GEN-6086EAB55CD7,success,-7.612,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,3160353f12ff6a69c6c3a45459ab4c3981d6af44a86c88b7128fc2f5294a46be,2401f739643ef9e700a098f79de8eae4530a8fb6f6d973241611c7a049b4fd60,f20f63319252dc3ddd0f183ca5b0c753b4d180769eba7a868c43b3db51113027,True,results\phase16\poses\ATP-GEN-6086EAB55CD7_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\f2\f20f63319252dc3ddd0f183ca5b0c753b4d180769eba7a868c43b3db51113027
ATP-GEN-48FD58B18129,success,-6.791,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,f0467727eae322c36c9575f5494eb3a73a5b0f9db849baeb9716795781f58797,2a4eed9264bc24b4a93f3c16f33ce9f5ad67452d5af990eabbc8ee5e018e5a1b,ae9266fa7d9377509891f18ebfed82bafe105008ca10f7d96b767b107d1e5104,True,results\phase16\poses\ATP-GEN-48FD58B18129_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\ae\ae9266fa7d9377509891f18ebfed82bafe105008ca10f7d96b767b107d1e5104
