anchor_compound_key,anchor_compound_id,anchor_organisms,neighbor_rank,neighbor_compound_key,neighbor_compound_id,neighbor_organisms,tanimoto_morgan_r2_2048,fingerprint_definition
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,7,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,0.492063,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,8,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.47541,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,9,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.467742,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,10,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.441176,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,1,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.803571,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,2,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.58209,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,3,AVMFLQZOZFHZLB-UHFFFAOYSA-N,WSA276,Acinetobacter baumannii,0.57971,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,4,JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,0.557143,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,5,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.515625,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,6,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.507692,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,7,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.507463,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,8,GALJNXWUVQUDRC-UHFFFAOYSA-N,WARD2024-10,Pseudomonas aeruginosa,0.5,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,9,CJWSCOKTAUPKHM-UHFFFAOYSA-N,WSA236,Acinetobacter baumannii;Pseudomonas aeruginosa,0.452055,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,10,SVSBIDILOVJTHE-UHFFFAOYSA-N,WARD2024-13,Pseudomonas aeruginosa,0.383562,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,1,BJYUUFFIHWOTNU-UHFFFAOYSA-N,WSA302,Acinetobacter baumannii,0.869565,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,2,QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,0.861111,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,3,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,Acinetobacter baumannii;Pseudomonas aeruginosa,0.53012,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,4,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,0.483146,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,5,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,0.184466,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,6,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,0.168317,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,7,SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,0.15534,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,8,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.15534,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,9,MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,0.138614,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,10,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.134615,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,1,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,0.641791,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,2,SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,0.597015,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,3,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.550725,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,4,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.216867,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,5,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.2,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,6,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,Acinetobacter baumannii;Pseudomonas aeruginosa,0.197917,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,7,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.188235,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,8,SVSBIDILOVJTHE-UHFFFAOYSA-N,WARD2024-13,Pseudomonas aeruginosa,0.188235,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,9,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,0.188119,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,10,MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,0.183908,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,1,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.97561,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,2,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.904762,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,3,GALJNXWUVQUDRC-UHFFFAOYSA-N,WARD2024-10,Pseudomonas aeruginosa,0.74,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,4,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.72,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,5,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.666667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,6,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.64,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,7,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.62,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,8,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.584906,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,9,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.574074,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,10,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,0.574074,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,1,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.62963,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,2,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.611111,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,3,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.596154,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,4,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.584906,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,5,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.574074,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,6,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.527273,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,7,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.517857,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,8,SVSBIDILOVJTHE-UHFFFAOYSA-N,WARD2024-13,Pseudomonas aeruginosa,0.508197,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,9,MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,0.492063,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,10,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.466667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,1,NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,0.861111,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,2,BJYUUFFIHWOTNU-UHFFFAOYSA-N,WSA302,Acinetobacter baumannii,0.821918,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,3,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,Acinetobacter baumannii;Pseudomonas aeruginosa,0.505747,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,4,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,0.462366,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,5,HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,0.17757,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,6,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,0.166667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,7,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,0.161905,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,8,JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,0.157407,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,9,SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,0.149533,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
QOAKXIVNSVUYRQ-UHFFFAOYSA-N,WSA288,Acinetobacter baumannii,10,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.149533,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,1,WIDVPHSBAXLSEU-LJQANCHMSA-N,FRAUNFELTER2023-1,Pseudomonas aeruginosa,0.469697,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,2,DCLANSSFVIGXHQ-OAQYLSRUSA-N,STEED2022-18,Pseudomonas aeruginosa,0.463768,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,3,HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,0.439394,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,4,ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,0.424242,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,5,DHQKBEDPXLHXAJ-OAQYLSRUSA-N,STEED2022-19,Pseudomonas aeruginosa,0.391892,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,6,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.314286,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,7,CJWSCOKTAUPKHM-UHFFFAOYSA-N,WSA236,Acinetobacter baumannii;Pseudomonas aeruginosa,0.311688,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,8,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.309859,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,9,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.308824,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,10,GALJNXWUVQUDRC-UHFFFAOYSA-N,WARD2024-10,Pseudomonas aeruginosa,0.305556,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,1,RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,0.424242,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,2,DCLANSSFVIGXHQ-OAQYLSRUSA-N,STEED2022-18,Pseudomonas aeruginosa,0.414286,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,3,WIDVPHSBAXLSEU-LJQANCHMSA-N,FRAUNFELTER2023-1,Pseudomonas aeruginosa,0.397059,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,4,HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,0.347826,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,5,DHQKBEDPXLHXAJ-OAQYLSRUSA-N,STEED2022-19,Pseudomonas aeruginosa,0.311688,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,6,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.30303,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,7,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.298507,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,8,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.268657,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,9,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.267606,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
ROJPDORYZONAPF-UHFFFAOYSA-N,STEED2022-8,Pseudomonas aeruginosa,10,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.264706,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,1,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,0.597015,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,2,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,0.585714,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,3,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.5,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,4,BJYUUFFIHWOTNU-UHFFFAOYSA-N,WSA302,Acinetobacter baumannii,0.18,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,5,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.172414,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,6,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.172414,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,7,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,Acinetobacter baumannii;Pseudomonas aeruginosa,0.171717,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,8,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.166667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,9,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,0.163462,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,10,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.1625,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,1,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.803571,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,2,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.642857,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,3,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.631579,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
