canonical_smiles,scaffold,context,label_log10,measurement_count,sample_weight,data_origin,references,fold_id,baseline_oof,augmented_oof
C#CCNC(=N)NCCCCCCCCNCCCCCCCCNC(=N)N.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,C#CCNC(=N)NCCCCCCCCNCCCCCCCCNC(=N)N.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Acinetobacter baumannii,2.1072099696478683,1,1.0,External_Dataset_v2,ChEMBL | Synthesis of linear and cyclic guazatine derivatives endowed with antibacterial activity. | DOI:10.1016/j.bmcl.2014.09.081,0,1.975331188421354,1.7673831971605678
C#CCO/N=C(/C(=O)N[C@H]1CN2CC(S(C)(=O)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)N[C@H]1CN2CC=CN2C1=O)c1cscn1,Escherichia coli,-0.6020599913279624,1,1.0,External_Dataset_v2,ChEMBL | Structure-activity relationship within a series of pyrazolidinone antibacterial agents. 2. Effect of side-chain modification on in vitro activity and pharmacokinetic parameters. | DOI:10.1021/jm00074a002,4,-0.11555531973478293,0.16905102773286473
C#CCO/N=C(/C(=O)N[C@H]1CN2CC(S(C)(=O)=O)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)N[C@H]1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,-0.9030899869919435,1,1.0,External_Dataset_v2,ChEMBL | Structure-activity relationship within a series of pyrazolidinone antibacterial agents. 2. Effect of side-chain modification on in vitro activity and pharmacokinetic parameters. | DOI:10.1021/jm00074a002,4,0.015459994165071217,0.11259958411091735
C#CCO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3cc(N)nc(N)n3)CSC12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=C(Sc3ccncn3)CSC12)c1cscn1,Klebsiella pneumoniae,0.3010299956639812,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and antibacterial activities of novel C(3)-aminopyrimidinyl substituted cephalosporins including against respiratory tract pathogens. | DOI:10.1016/s0960-894x(00)00425-x,3,-0.13987026835722122,0.04618427995824022
C(=C\Cc1cc2ccc(C3=NCCCN3)cc2[nH]1)/Cc1cc2ccc(C3=NCCCN3)cc2[nH]1.O=C(O)C(F)(F)F,C(=C\Cc1cc2ccc(C3=NCCCN3)cc2[nH]1)/Cc1cc2ccc(C3=NCCCN3)cc2[nH]1,Acinetobacter baumannii,1.3010299956639813,1,1.0,External_Dataset_v2,ChEMBL | Potent and broad-spectrum antibacterial activity of indole-based bisamidine antibiotics: synthesis and SAR of novel analogs of MBX 1066 and MBX 1090. | DOI:10.1016/j.bmc.2013.10.014,3,1.3159214836627409,1.3940994078977875
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C1COC[C@H](C[C@H]2CO2)C1,Acinetobacter baumannii,2.709269960975831,1,1.0,External_Dataset_v2,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,2,1.2497023845176989,1.3281497153664312
C/C(=C\[C@@H]1CCCN1)C1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2C1,O=C1C[C@H]2CC(C=C[C@@H]3CCCN3)=CN12,Pseudomonas aeruginosa,0.49554433754644844,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of novel 2-vinyl carbapenems. Remarkable DHP-1 stability of 1-substituted analogs | DOI:10.1016/S0960-894X(96)00495-7,0,0.9922679830524986,0.7397037414932816
C/C(=C\c1ncc(-c2cc([N+](=O)[O-])cs2)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C(=Cc1ncc(-c2cccs2)o1)C[C@H]1CC[C@@H](C[C@H]2CO2)CO1,Klebsiella pneumoniae,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | The chemistry of pseudomonic acid. 17. Dual-action C-1 oxazole derivatives of pseudomonic acid having an extended spectrum of antibacterial activity. | DOI:10.1021/jm950882q,2,0.6347007451486055,0.7065894290200584
C/C(=C\c1ncc(-c2csc([N+](=O)[O-])c2)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C(=Cc1ncc(-c2ccsc2)o1)C[C@H]1CC[C@@H](C[C@H]2CO2)CO1,Escherichia coli,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | The chemistry of pseudomonic acid. 17. Dual-action C-1 oxazole derivatives of pseudomonic acid having an extended spectrum of antibacterial activity. | DOI:10.1021/jm950882q,3,0.7648158644400859,0.9417706910998066
C/C(=C\c1ncc(-c2csc([N+](=O)[O-])c2)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C(=Cc1ncc(-c2ccsc2)o1)C[C@H]1CC[C@@H](C[C@H]2CO2)CO1,Klebsiella pneumoniae,1.806179973983887,1,1.0,External_Dataset_v2,ChEMBL | The chemistry of pseudomonic acid. 17. Dual-action C-1 oxazole derivatives of pseudomonic acid having an extended spectrum of antibacterial activity. | DOI:10.1021/jm950882q,3,0.9632570201982517,0.9821498497397781
C/C(=C\c1ncc(-c2ncc([N+](=O)[O-])n2C)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C(=Cc1ncc(-c2ncc[nH]2)o1)C[C@H]1CC[C@@H](C[C@H]2CO2)CO1,Escherichia coli,0.0,1,1.0,External_Dataset_v2,ChEMBL | The chemistry of pseudomonic acid. 17. Dual-action C-1 oxazole derivatives of pseudomonic acid having an extended spectrum of antibacterial activity. | DOI:10.1021/jm950882q,1,1.0942423552072957,0.9107462291988396
C/C(N)=N\CCO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21.[Na+],O=C1C[C@H]2[C@H]3CCCCC3=CN12,Escherichia coli,2.8494850021680094,2,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | DOI:10.1016/0960-894X(96)00358-7,3,0.23409100019033371,0.2528381042747016
C/C(N)=N\CCO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21.[Na+],O=C1C[C@H]2[C@H]3CCCCC3=CN12,Pseudomonas aeruginosa,4.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | DOI:10.1016/0960-894X(96)00358-7,3,1.0591048607002778,0.9607305548247214
C/C=C(\C)C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3cnc(N)s3)[C@H]2SC1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cncs1,Escherichia coli,-0.6020599913279624,3,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some 3-acryloxymethyl cephalosporins | DOI:10.1016/0960-894X(95)00090-G,3,0.12133278947606964,0.23315277417993346
C/C=C(\C)C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3cnc(N)s3)[C@H]2SC1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cncs1,Klebsiella pneumoniae,-0.3010299956639812,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some 3-acryloxymethyl cephalosporins | DOI:10.1016/0960-894X(95)00090-G,3,0.29768014335119886,0.3981939880216421
C/C=C/CNC(=N)NCCCCCCCCN1CCCCCCCCNC(=N)NC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,N=C1NCCCCCCCCNC(=O)N1,Acinetobacter baumannii,1.505149978319906,1,1.0,External_Dataset_v2,ChEMBL | Synthesis of linear and cyclic guazatine derivatives endowed with antibacterial activity. | DOI:10.1016/j.bmcl.2014.09.081,1,1.159744865420256,1.4483309143176053
C/C=C/CNC(=N)NCCCCCCN1CCCCCCCCNC(=N)NC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,N=C1NCCCCCCCCNC(=O)N1,Acinetobacter baumannii,2.4082399653118496,1,1.0,External_Dataset_v2,ChEMBL | Synthesis of linear and cyclic guazatine derivatives endowed with antibacterial activity. | DOI:10.1016/j.bmcl.2014.09.081,1,1.159744865420256,1.4483309143176053
C/C=C/c1cc(Cc2cnc(N)nc2N)cc(/C=C/C)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043",3,0.6057532663487649,0.3228802118277414
C/C=C/c1cc(Cc2cnc(N)nc2N)cc(CCC)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,2.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043",3,0.6057532663487649,0.3228802118277414
C/C=C/c1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,c1ccc(Cc2cncnc2)cc1,Klebsiella pneumoniae,1.0,1,1.0,External_Dataset_v2,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines as antibacterial agents. 13. Some alkenyl derivatives with high in vitro activity against anaerobic organisms. | DOI:10.1021/jm00128a043",3,0.5659278385660077,0.2919458844456584
C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,O=C(CC1CCCCO1)NC/C=C/C=CCCCC/C=C/C=C/C=C/C=CC(=O)c1ccc[nH]c1=O,Acinetobacter baumannii,1.2041199826559248,8,1.0,External_Dataset_v2,ChEMBL | Biosynthetic gene cluster and antimicrobial activity of the elfamycin antibiotic factumycin | DOI:10.1039/C2MD20038D,2,0.8797561048097539,1.048302671833036
C1=CC(CN2CCCC2)=CC=C2C=CC(=C(SCc3ccccc3)N=C1)CNC2,C1=CC(CN2CCCC2)=CC=C2C=CC(=C(SCc3ccccc3)N=C1)CNC2,Acinetobacter baumannii ATCC 17978,2.1072099696478683,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,4,1.3667710346408857,1.3648310607299554
C1=CC(CN2CCCC2)=CC=C2C=CC(=C(SCc3ccccc3)N=C1)CNC2,C1=CC(CN2CCCC2)=CC=C2C=CC(=C(SCc3ccccc3)N=C1)CNC2,Acinetobacter baumannii BAA 1605 (MDR),2.1072099696478683,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,4,1.3667710346408857,1.3648310607299554
C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CC=CC(CN3CCCC3)=CC=C(C=C1)CNC2,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CC=CC(CN3CCCC3)=CC=C(C=C1)CNC2,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,2,1.4906134768525194,1.5141357622777447
C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CC=CC(CN3CCCC3)=CC=C(C=C1)CNC2,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CC=CC(CN3CCCC3)=CC=C(C=C1)CNC2,Acinetobacter baumannii BAA 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,2,1.4906134768525194,1.5141357622777447
C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCN(C3CCCC3)CCC(C=C1)CCNC2,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCN(C3CCCC3)CCC(C=C1)CCNC2,Acinetobacter baumannii ATCC 17978,1.806179973983887,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,4,1.2585102477506773,1.2422822791842032
C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCN(C3CCCC3)CCC(C=C1)CCNC2,C1=CC=C2C=C2C2=C(SCc3ccccc3)N=CCCN(C3CCCC3)CCC(C=C1)CCNC2,Acinetobacter baumannii BAA 1605 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | DOI:10.1021/acsomega.5c06380,4,1.2585102477506773,1.2422822791842032
C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,2,1.476927569659892,1.4629988522850552
C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,2,1.476927569659892,1.4629988522850552
C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,C1=CC=C2C=CC=C3N=C(SC2)C2=CC4=CCCN(CCC(C=C1)CCNC2)C3CCCC4,Pseudomonas aeruginosa PΔ6 (efflux knockout),0.9030899869919435,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,2,1.476927569659892,1.4629988522850552
C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,1,1.288389736239848,1.378064227270094
C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,1,1.288389736239848,1.378064227270094
C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,C1=CC=C2C=CC=c3nc(c4cc3=CN=CNC=C(C=C1)CCNC4)SC2,Pseudomonas aeruginosa PΔ6 (efflux knockout),1.2041199826559248,1,1.0,External_Dataset_v2,Amine Basicity of Quinoline ATP Synthase Inhibitors Drives Antibacterial Activity against Pseudomonas aeruginosa | DOI:10.1021/acsmedchemlett.3c00480,1,1.288389736239848,1.378064227270094
C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Acinetobacter baumannii ATCC 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.507478613836404,1.5732703038015485
C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.507478613836404,1.5732703038015485
C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=C(c2ccccc2)C2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.507478613836404,1.5732703038015485
C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,Acinetobacter baumannii ATCC 1605 (MDR),1.806179973983887,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,2,1.5687192722829935,1.4793803434489312
C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,2,1.5687192722829935,1.4793803434489312
C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,C1=CC=C2CSC3=NC2=CC=CC2=CC=C4C=CC=C(C=C3CNC2)CCCCN(C=C1)C4,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.2041199826559248,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,2,1.5687192722829935,1.4793803434489312
C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Acinetobacter baumannii ATCC 1605 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.5668966178427741,1.5485059380405288
C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Acinetobacter baumannii ATCC 17978,1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.5668966178427741,1.5485059380405288
C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,C1=CC=C2CSC3=NC2=CC=CC2CCNCC3=CC3=CCCN(CC2)C(C=C1)CCCC3,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),1.505149978319906,1,1.0,External_Dataset_v2,Quinoline ATP Synthase Inhibitors with Activity Against Multidrug Resistant Acinetobacter baumannii and Pseudomonas aeruginosa | DOI:10.1002/cmdc.202400952,0,1.5668966178427741,1.5485059380405288
C=C(C)C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3cnc(N)s3)[C@H]2SC1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cncs1,Escherichia coli,-1.0713337517843657,2,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some 3-acryloxymethyl cephalosporins | DOI:10.1016/0960-894X(95)00090-G,3,0.08708351342728388,0.17190488443046562
C=C(C)C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3cnc(N)s3)[C@H]2SC1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cncs1,Klebsiella pneumoniae,-0.9208187539523752,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some 3-acryloxymethyl cephalosporins | DOI:10.1016/0960-894X(95)00090-G,3,0.28667846822209575,0.35830671342919956
C=C(C)C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3cnc(N)s3)[C@H]2SC1,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cncs1,Pseudomonas aeruginosa,1.806179973983887,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological activity of some 3-acryloxymethyl cephalosporins | DOI:10.1016/0960-894X(95)00090-G,3,0.8929687609993787,0.8715221127297477
