evidence_id,compound_id,evidence_type,raw_value,unit,tool_id,tool_family,protocol_id,run_id,job_id,artifact_hash,timestamp,provenance
ev_f5ac528c38ccdc8203088c76,ATP-SMI-C93E6EC67CDB,ligand_preparation,"{""canonical_smiles"": ""C[NH2+]C[C@@H](NC(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)c(Cl)s1)c1ccccc1"", ""geometry"": ""ETKDGv3_MMFF"", ""pH_enumeration"": false, ""protonation"": ""preserve_input"", ""salt_handling"": ""preserve_input""}",preparation_record,meeko,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_9c789222b52e97189266,94e5c215ca6b28b8d05869e6aa4bb96531c74a5ed0596d52dac96f7f86025505,2026-08-26T19:55:55.452305+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_9c789222b52e97189266"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""meeko""}"
ev_eb9564a95937367b536e32cf,ATP-REF-IN2,rdkit_properties,"{""HBA"": 2, ""HBD"": 2, ""LogP"": 3.4352000000000027, ""MW"": 429.6330000000001, ""TPSA"": 33.94, ""aromatic_rings"": 4, ""heavy_atoms"": 31, ""ring_count"": 4, ""rotatable_bonds"": 9}",descriptor_bundle_not_ADMET,rdkit,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_9e91ba8c929cdbd345f9,958d300d1b3d7834b1fc503139a4593cedce69b59f33773d5d1bb62b4b226bb9,2026-08-26T19:55:56.087850+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_9e91ba8c929cdbd345f9"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""rdkit""}"
ev_e437be2dd24305f6fc5cd82f,ATP-SMI-874C2DE25FE4,rdkit_properties,"{""HBA"": 2, ""HBD"": 3, ""LogP"": 2.3199199999999998, ""MW"": 468.6450000000003, ""TPSA"": 59.099999999999994, ""aromatic_rings"": 4, ""heavy_atoms"": 35, ""ring_count"": 5, ""rotatable_bonds"": 9}",descriptor_bundle_not_ADMET,rdkit,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_7e31fe0123bdcf5c8832,0653db8e62fa2633ddd82a76b80112516e8dca7479fd980ec59e2b81f04cacee,2026-08-26T19:55:56.696129+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_7e31fe0123bdcf5c8832"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""rdkit""}"
ev_c83ae360c24442a9e8e7c314,ATP-SMI-96FD6257D8BA,rdkit_properties,"{""HBA"": 3, ""HBD"": 2, ""LogP"": 1.575100000000004, ""MW"": 454.6220000000001, ""TPSA"": 55.0, ""aromatic_rings"": 4, ""heavy_atoms"": 34, ""ring_count"": 5, ""rotatable_bonds"": 8}",descriptor_bundle_not_ADMET,rdkit,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_b38eaeee4498162baa27,f00e97f4453f86843ab9d87644f4206b72642b873d9d5429d2b87bb08da2efc7,2026-08-26T19:55:57.303312+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_b38eaeee4498162baa27"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""rdkit""}"
ev_8dd92b6557d7193ea3c5cc1f,ATP-SMI-9DA3213A09E8,rdkit_properties,"{""HBA"": 3, ""HBD"": 3, ""LogP"": 0.9843800000000016, ""MW"": 415.54100000000005, ""TPSA"": 86.83, ""aromatic_rings"": 3, ""heavy_atoms"": 31, ""ring_count"": 3, ""rotatable_bonds"": 9}",descriptor_bundle_not_ADMET,rdkit,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_9cc38c0c7ae1b638a8dc,5ad56d3dfba4511711018f51597b93bdc41747432c88ddf3393565d819e46a41,2026-08-26T19:55:57.920166+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_9cc38c0c7ae1b638a8dc"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""rdkit""}"
ev_34c9e1b87ab4154070706e7c,ATP-SMI-C93E6EC67CDB,rdkit_properties,"{""HBA"": 3, ""HBD"": 4, ""LogP"": 2.322400000000001, ""MW"": 459.05900000000014, ""TPSA"": 62.18, ""aromatic_rings"": 3, ""heavy_atoms"": 31, ""ring_count"": 3, ""rotatable_bonds"": 10}",descriptor_bundle_not_ADMET,rdkit,unknown,vina_7p3w_v1,batch_6df7ebd2146144ec,job_2264250ea9ec2a5a0016,9f9b9e5c162c4015821202435373d7ca6bf325a7d8976201c617baeedeb0f466,2026-08-26T19:55:58.535084+00:00,"{""backend"": ""open_toolchain"", ""job_id"": ""job_2264250ea9ec2a5a0016"", ""origin"": ""tool_execution"", ""protocol_id"": ""vina_7p3w_v1"", ""run_id"": ""batch_6df7ebd2146144ec"", ""tool_id"": ""rdkit""}"
ev_75be75b0a101f299ab06e02f,ATP-REF-IN2,vina_affinity,-8.212,kcal/mol,autodock_vina,vina,vina_7p3w_v1,batch_6df7ebd2146144ec,job_b813c2c6ca2f5c382a57,3ee7ef96e8f430b3e1e95012cacf22313bb2bf9df2f9192112002fe8c3d7bec4,2026-08-26T19:57:30.748365+00:00,"{""adapter_tool_id"": ""vina"", ""backend"": ""open_toolchain"", ""canonical_smiles"": ""C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1"", ""evidence_role"": ""parallel_computational_evidence"", ""job_id"": ""job_b813c2c6ca2f5c382a57"", ""ligand_hash"": ""ce9e6794db6c3e8ce6dec92db8b548f28273a64ce911203c66d3af55077da0e6"", ""origin"": ""tool_execution"", ""output_pose_hash"": ""b6674ecee63ddcd0388092ca14eaeb14cb5f6a79b94440b7f9533a9b8b44fb95"", ""pose_rank"": 1, ""pose_selection"": ""first_ranked_pose"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""batch_6df7ebd2146144ec"", ""scoring_function"": ""vina"", ""stderr_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_b813c2c6ca2f5c382a57\\attempt_1\\stderr.txt"", ""stderr_sha256"": ""e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"", ""stdout_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_b813c2c6ca2f5c382a57\\attempt_1\\stdout.txt"", ""stdout_sha256"": ""7a3ce92cc839f890e09bf78f510ae894cc9120e039b394fa46eb1157b59c8d9d"", ""tool_family"": ""vina"", ""tool_id"": ""autodock_vina""}"
ev_9921eeeabf389b2750bb3b3b,ATP-REF-IN2,docking,"{""canonical_smiles"": ""C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1"", ""pose_count"": 9, ""pose_rank"": 1, ""raw_affinity"": -8.212}",docking_result_bundle,autodock_vina,vina,vina_7p3w_v1,batch_6df7ebd2146144ec,job_b813c2c6ca2f5c382a57,3ee7ef96e8f430b3e1e95012cacf22313bb2bf9df2f9192112002fe8c3d7bec4,2026-08-26T19:57:30.748365+00:00,"{""adapter_tool_id"": ""vina"", ""backend"": ""open_toolchain"", ""canonical_smiles"": ""C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1"", ""evidence_role"": ""parallel_computational_evidence"", ""job_id"": ""job_b813c2c6ca2f5c382a57"", ""ligand_hash"": ""ce9e6794db6c3e8ce6dec92db8b548f28273a64ce911203c66d3af55077da0e6"", ""origin"": ""tool_execution"", ""output_pose_hash"": ""b6674ecee63ddcd0388092ca14eaeb14cb5f6a79b94440b7f9533a9b8b44fb95"", ""pose_rank"": 1, ""pose_selection"": ""first_ranked_pose"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""batch_6df7ebd2146144ec"", ""scoring_function"": ""vina"", ""stderr_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_b813c2c6ca2f5c382a57\\attempt_1\\stderr.txt"", ""stderr_sha256"": ""e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"", ""stdout_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_b813c2c6ca2f5c382a57\\attempt_1\\stdout.txt"", ""stdout_sha256"": ""7a3ce92cc839f890e09bf78f510ae894cc9120e039b394fa46eb1157b59c8d9d"", ""tool_family"": ""vina"", ""tool_id"": ""autodock_vina""}"
ev_f03f11dc4cf9c6e97b5c34c1,ATP-SMI-874C2DE25FE4,vina_affinity,-8.846,kcal/mol,autodock_vina,vina,vina_7p3w_v1,batch_6df7ebd2146144ec,job_042765a15db01263c0a1,cd2b40de9a1077ccb66b3aefd7f05d3aa0dab3729a041e8f996740c3192d4966,2026-08-26T19:59:42.556816+00:00,"{""adapter_tool_id"": ""vina"", ""backend"": ""open_toolchain"", ""canonical_smiles"": ""Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1"", ""evidence_role"": ""parallel_computational_evidence"", ""job_id"": ""job_042765a15db01263c0a1"", ""ligand_hash"": ""715acddc308e5b92af5f92927082507611e1e1054126bd6623af82fbc5712ee0"", ""origin"": ""tool_execution"", ""output_pose_hash"": ""9925c25083c1ea2af358ea883029cc6cd61a5a726e64f01e6c68b287aa950b9f"", ""pose_rank"": 1, ""pose_selection"": ""first_ranked_pose"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""batch_6df7ebd2146144ec"", ""scoring_function"": ""vina"", ""stderr_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_042765a15db01263c0a1\\attempt_1\\stderr.txt"", ""stderr_sha256"": ""e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"", ""stdout_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_042765a15db01263c0a1\\attempt_1\\stdout.txt"", ""stdout_sha256"": ""d529d5856e6203da5794c8e72953cdd4c77892692b83061b4ba54777127dd5c6"", ""tool_family"": ""vina"", ""tool_id"": ""autodock_vina""}"
ev_15073bdcc93a978a005d1a4d,ATP-SMI-874C2DE25FE4,docking,"{""canonical_smiles"": ""Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1"", ""pose_count"": 9, ""pose_rank"": 1, ""raw_affinity"": -8.846}",docking_result_bundle,autodock_vina,vina,vina_7p3w_v1,batch_6df7ebd2146144ec,job_042765a15db01263c0a1,cd2b40de9a1077ccb66b3aefd7f05d3aa0dab3729a041e8f996740c3192d4966,2026-08-26T19:59:42.557177+00:00,"{""adapter_tool_id"": ""vina"", ""backend"": ""open_toolchain"", ""canonical_smiles"": ""Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1"", ""evidence_role"": ""parallel_computational_evidence"", ""job_id"": ""job_042765a15db01263c0a1"", ""ligand_hash"": ""715acddc308e5b92af5f92927082507611e1e1054126bd6623af82fbc5712ee0"", ""origin"": ""tool_execution"", ""output_pose_hash"": ""9925c25083c1ea2af358ea883029cc6cd61a5a726e64f01e6c68b287aa950b9f"", ""pose_rank"": 1, ""pose_selection"": ""first_ranked_pose"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""batch_6df7ebd2146144ec"", ""scoring_function"": ""vina"", ""stderr_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_042765a15db01263c0a1\\attempt_1\\stderr.txt"", ""stderr_sha256"": ""e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"", ""stdout_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_042765a15db01263c0a1\\attempt_1\\stdout.txt"", ""stdout_sha256"": ""d529d5856e6203da5794c8e72953cdd4c77892692b83061b4ba54777127dd5c6"", ""tool_family"": ""vina"", ""tool_id"": ""autodock_vina""}"
ev_7d8baf6a747eae39d864e1f8,ATP-SMI-96FD6257D8BA,vina_affinity,-8.085,kcal/mol,autodock_vina,vina,vina_7p3w_v1,batch_6df7ebd2146144ec,job_2f4225ba3f89188c57d9,88cdd212317c888757ddb6285fd396a034a1448bcacdc30b492e4bd4aebc2220,2026-08-26T20:01:34.280335+00:00,"{""adapter_tool_id"": ""vina"", ""backend"": ""open_toolchain"", ""canonical_smiles"": ""C[NH+]1CCN(c2ccc(CC[NH2+]Cc3cn(-c4ccccc4)nc3-c3cccnc3)cc2)CC1"", ""evidence_role"": ""parallel_computational_evidence"", ""job_id"": ""job_2f4225ba3f89188c57d9"", ""ligand_hash"": ""37ae08859483bbb012be050975cef745275d70271979b83f648e53aab5de49fe"", ""origin"": ""tool_execution"", ""output_pose_hash"": ""4e32b7903b4a9a2bc63340bbf96214a5e6ede8064d8c2740621b95c726ee8337"", ""pose_rank"": 1, ""pose_selection"": ""first_ranked_pose"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""batch_6df7ebd2146144ec"", ""scoring_function"": ""vina"", ""stderr_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_2f4225ba3f89188c57d9\\attempt_1\\stderr.txt"", ""stderr_sha256"": ""e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"", ""stdout_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\multi_jobs\\job_2f4225ba3f89188c57d9\\attempt_1\\stdout.txt"", ""stdout_sha256"": ""becfc1041ea515835588acc284a11e8a189fd591d83790418d42f03dcc276787"", ""tool_family"": ""vina"", ""tool_id"": ""autodock_vina""}"
